"Албуров_Георгий" "Алёхина_Мария" "Балух_Владимир" "Барабанов_Андрей" "Беглец_Данил" "Белов_Александр" "Белоусов_Ярослав" "Белых_Никита" "Беньяш_Михаил" "Борисов_Дмитрий" "Волков_Леонид" "Дадин_Ильдар" "Дмитриев_Олег" "Емельянов_Владимир" "Жуков_Егор" "Жуков_Кирилл" "Зимин_Степан" "Климов_Сергей" "Коваленко_Евгений" "Константинов_Даниил" "Косенко_Михаил" "Котляр_Татьяна" "Котов_Константин" "Кривов_Сергей" "Кутаев_Руслан" "Лесных_Егор" "Лоскутов_Артём" "Луцкевич_Денис" "Малышевский_Эдуард" "Мартинцов_Максим" "Мемедеминов_Нариман" "Милосердов_Пётр" "Миняйло_Алексей" "Мордасов_Владислав" "Мыльников_Александр" "Навальный_Алексей_(дело_ИвРоше)" "Навальный_Алексей_(дело_КировЛес)" "Навальный_Олег" "Наумова_Александра" "Новиков_Павел" "Носик_Антон" "Офицеров_Пётр" "Подкопаев_Иван" "Полихович_Андрей" "Прокопьева_Светлана" "Савелов_Артём" "Савостин_Михаил" "Самуцевич_Екатерина" "Сенцов_Олег" "Сидоров_Ян" "Синица_Владислав" "Соколов_Александр" "Соколовский_Руслан" "Титиев_Оюб" "Толоконникова_Надежда" "Устинов_Павел" "Ходорковский_Михаил_(Второе_дело)" "Ходорковский_Михаил_(Первое_дело)" "Чирцов_Никита" "Шишкин_Игорь"
"москвы" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0290951411114344 0 0 0.219298245614035 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.173310225303293 0 0 0 0.262123197903014 0 0 0 0 0 0 0.0182083029861617 0 0.0293685756240822 0 0 0.0587889476778366 0 0 0
"начала" 0 0.0582072176949942 0 0 0 0 0 0 0 0 0 0.06635700066357 0 0 0 0 0 0.09000900090009 0 0.0387935214819125 0 0 0 0 0 0 0.0483792936623125 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0293685756240822 0.0332446808510638 0 0 0.0258933195235629 0 0.740740740740741
"необходимо" 0.170940170940171 0.116414435389988 0 0 0 0 0 0 0.0525578135949544 0 0.0594883997620464 0 0 0 0 0 0 0 0 0.0193967607409563 0 0 0 0 0 0 0 0 0 0 0 0.104602510460251 0 0 0 0 0 0 0 0 0.0577700751010976 0 0 0 0 0 0 0 0 0 0 0.0182083029861617 0 0 0 0 0 0 0 0
"обвинению" 0 0 0 0.130718954248366 0 0 0 0 0.0175192711983181 0 0 0 0.124688279301746 0 0 0 0 0 0 0.00969838037047813 0 0 0 0 0 0 0 0 0 0 0 0 0 0.591715976331361 0 0 0.0814332247557003 0 0 0 0 0 0 0.177304964539007 0 0 0 0 0 0 0 0.0728332119446468 0 0 0.0332446808510638 0 0 0 0 0
"обвинительный" 0 0 0 0 0 0 0 0 0.0350385423966363 0 0 0 0 0 0 0 0 0 0 0.00969838037047813 0 0 0 0 0 0.337837837837838 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.115540150202195 0 0 0 0 0 0 0.136054421768707 0 0 0 0.0546249089584851 0 0.0293685756240822 0 0 0.0587889476778366 0 0 0
"однако" 0 0 0 0 0 0.175849941383353 0 0.0351493848857645 0 0 0 0 0 0 0 0 0.246305418719212 0 0 0 0 0 0 0 0 0 0.0967585873246251 0 0 0 0.0856164383561644 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.87719298245614 0 0.0546249089584851 0 0 0 0 0 0 0 0
"отличие" 0.170940170940171 0 0 0 0 0 0 0 0 0 0 0.06635700066357 0 0 0 0 0 0 0 0.0193967607409563 0.167224080267559 0 0 0 0 0 0.0967585873246251 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0577700751010976 0 0 0 0 0 0 0.136054421768707 0 0 0 0.0182083029861617 0 0.0293685756240822 0 0 0 0.0258933195235629 0 0
"отношения" 0 0 0 0 0 0.117233294255569 0 0.0351493848857645 0 0 0 0 0 0 0 0 0 0.18001800180018 0 0 0 0 0 0 0 0 0.0967585873246251 0 0 0 0 0 0 0.591715976331361 0 0 0.0814332247557003 0 0 0 0 0 0 0.354609929078014 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0258933195235629 0 0
"полицейское" 0 0 0 0 0 0 0 0 0.0175192711983181 0 0 0 0 0 0 0 0 0 0 0.106682184075259 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"помощи" 0 0.0582072176949942 0 0.130718954248366 0 0 0 0 0.0175192711983181 0 0 0 0.374064837905237 0 0 0 0 0.18001800180018 0 0.00969838037047813 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.48780487804878 0 0 0 0 0 0 0 0 0 0 0 0.0182083029861617 0 0 0.0332446808510638 0 0 0 0 0
"понимаете" 0.170940170940171 0 0 0 0 0.0586166471277843 0 0 0.0350385423966363 0 0 0 0 0 0 0 0 0 0 0.0387935214819125 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.118483412322275 0 0 0 0 0 0 0 0 0 0 0 0 0.134952766531714 0 0 0 0 0 0 0 0.0587889476778366 0 0 0
"последнем" 0 0.0582072176949942 0.16025641025641 0 0 0 0 0 0.0175192711983181 0 0 0 0 0 0 0 0.246305418719212 0.09000900090009 0 0.0193967607409563 0 0 0 0 0 0 0.0483792936623125 0.495049504950495 0 0 0 0 0 0 0 0.0592417061611374 0 0 0 0 0 0 0 0 0 0 0 0.136054421768707 0 0 0 0.0182083029861617 0 0 0 0 0 0 0 0
"правосудие" 0 0 0 0 0 0 0 0 0.140154169586545 0 0 0 0 0 0 0.387596899224806 0 0 0 0.00969838037047813 0 0 0 0 0 0 0 0 0 0 0 0 0.396825396825397 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0293685756240822 0 0 0 0 0 0
"преследования" 0 0 0 0 0 0 0 0 0 0 0.0594883997620464 0 0 0 0 0 0 0 0 0.00969838037047813 0 0 0 0 0 0 0 0 0 0 0.0856164383561644 0.104602510460251 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.145666423889294 0 0 0 0 0 0 0 0
"причем" 0 0 0 0 0 0 0 0.0351493848857645 0 0 0 0 0 0 0 0 0.246305418719212 0 0.735294117647059 0 0 0 0 0 0 0 0 0 0 0 0.0856164383561644 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0728332119446468 0 0.0293685756240822 0 0 0 0.0776799585706888 0 0
"прокурор" 0.170940170940171 0 0 0 0 0 0 0 0.0525578135949544 0 0 0 0 0 0 0 0 0.18001800180018 0 0 0 0 0 0 0 0 0.145137880986938 0 0 0 0 0 0 0 0 0 0 0.178890876565295 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0664893617021277 0 0 0 0 0
"публично" 0 0.0582072176949942 0 0 0 0.0586166471277843 0 0.0351493848857645 0 0 0 0 0 0 0 0 0 0 0 0.0193967607409563 0 0.0974658869395711 0 0 0 0 0 0 0 0 0.0856164383561644 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0182083029861617 0 0 0 0 0.0587889476778366 0.0776799585706888 0 0
"рассказать" 0 0 0 0 0 0 0 0 0.0350385423966363 0 0 0 0 0 0 0 0 0 0 0.0387935214819125 0 0 0 0 0.227790432801822 0 0 0 0 0 0 0 0.396825396825397 0 0 0 0 0 0 0 0.115540150202195 0 0 0 0 0 0 0 0 0 0 0 0 0.0293685756240822 0 0 0 0.0258933195235629 0 0
"ресторане" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.116380564445738 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"речь" 0 0 0 0 0 0 0 0 0.0175192711983181 0 0 0 0 0 0 0 0 0 0 0.0387935214819125 0 0 0 0 0 0 0.0483792936623125 0 0 0 0 0.104602510460251 0 0 0 0 0 0.178890876565295 0 0 0 0 0 0.177304964539007 0 0 0 0 0 0 0 0.0364166059723234 0 0 0.0332446808510638 0 0 0 0 0
"сама" 0 0 0 0 0 0 0 0.0351493848857645 0.0175192711983181 0 0 0 0 0 0 0 0 0 0 0.00969838037047813 0 0.0974658869395711 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0814332247557003 0 0 0 0 0 0 0 0 0 0 0 0 0 0.144508670520231 0.0910415149308084 0 0 0 0 0 0.0258933195235629 0 0
"самый" 0 0 0 0 0 0.0586166471277843 0 0 0.0700770847932726 0 0 0 0 0 0 0 0 0.09000900090009 0 0.00969838037047813 0 0 0 0 0 0 0 0 0 0 0 0.104602510460251 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.404858299595142 0 0 0.0182083029861617 0 0 0 0 0 0 0 0
"самым" 0 0 0 0 0 0 0 0 0.0700770847932726 0 0 0 0 0 0 0 0.246305418719212 0.09000900090009 0 0.00969838037047813 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0546249089584851 0 0 0 0 0 0.0517866390471258 0 0
"самых" 0 0 0 0 0 0 0 0 0.0175192711983181 0 0 0.06635700066357 0 0 0 0 0 0 0 0.0193967607409563 0 0 0 0 0.227790432801822 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0577700751010976 0 0 0 0 0 0 0 0 0 0 0.0546249089584851 0.0627746390458255 0 0 0 0 0.0517866390471258 0 0
"следствием" 0 0.0582072176949942 0 0 0 0 0 0.105448154657293 0 0 0 0 0 0 0 0 0 0 0 0.00969838037047813 0 0 0 0 0 0 0 0 0 0 0 0.104602510460251 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.10924981791697 0 0 0 0 0 0 0 0
"стыдно" 0 0 0.16025641025641 0 0 0 0 0.0351493848857645 0.0175192711983181 0 0 0 0 0 0 0 0 0.09000900090009 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.793650793650794 0 0 0 0 0 0 0 0 0.478468899521531 0 0 0 0 0 0 0 0 0 0 0 0.0293685756240822 0.0332446808510638 0 0.117577895355673 0 0 0
"судьи" 0 0 0 0 0 0.0586166471277843 0 0 0.0350385423966363 0 0 0 0 0 0 0.387596899224806 0 0 0 0 0 0 0 0 0 0 0.0483792936623125 0 0 0 0 0 0.396825396825397 0 0 0.0592417061611374 0.0814332247557003 0 0 0 0.0577700751010976 0 0 0 0 0 0 0 0 0 0.144508670520231 0.0182083029861617 0 0 0.0332446808510638 0 0 0 0 0
"считают" 0.170940170940171 0 0 0 0 0 0 0.0351493848857645 0 0 0 0.06635700066357 0 0 0 0 0 0 0 0.0290951411114344 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0182083029861617 0.0627746390458255 0.0293685756240822 0.0997340425531915 0 0 0 0 0
"уголовном" 0.170940170940171 0 0 0 0 0.117233294255569 0 0 0.0175192711983181 0 0 0 0 0 0 0 0 0.18001800180018 0 0.0193967607409563 0 0 0 0 0 0.337837837837838 0.0483792936623125 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0577700751010976 0 0 0 0 0 0 0 0 0 0.144508670520231 0 0 0 0 0 0 0 0 0
"э" 0 0 0 0 0 0 0 0 0.0175192711983181 0 0 0 0 0 0 0 0 0 0 0.0484919018523906 0 0 0 0 0 0 0.19351717464925 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0364166059723234 0 0 0 0 0 0 0 0
"экспертизы" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.246305418719212 0 0 0.00969838037047813 0 0 0 0 0 0 0.0483792936623125 0 0 0 0 0 0 0 0 0 0 0 0 0 0.173310225303293 0 0 0 0 0 0 0 0 0 0 0.0728332119446468 0 0 0.0664893617021277 0 0 0 0 0
"экстремизмом" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00969838037047813 0 0 0 0 0 0 0.0483792936623125 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.144508670520231 0.127458120903132 0.125549278091651 0 0 0 0 0 0 0
"боюсь" 0 0.116414435389988 0 0 0 0 0 0 0.0175192711983181 0 0 0.39814200398142 0 1.02040816326531 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0293685756240822 0 0 0 0 0 0
"будем" 0 0 0 0 0 0 0 0 0 0 0.0594883997620464 0 0 0 0 0 0 0.09000900090009 0 0.0387935214819125 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0592417061611374 0.0814332247557003 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0587371512481645 0.0332446808510638 0 0 0 0 0
"видеть" 0 0 0 0 0 0 0 0 0 0 0 0.06635700066357 0 0 0.0901713255184851 0 0 0 0 0.0290951411114344 0 0 0 0 0 0 0 0 0 0.50761421319797 0 0 0 0 0 0 0 0 0 0 0 0 0 0.354609929078014 0 0 0 0 0.134952766531714 0 0 0 0 0.0293685756240822 0 0 0 0.0258933195235629 0 0
"вину" 0 0 0 0 6.66666666666667 0.0586166471277843 0 0 0 0 0 0 0 0 0 0 0 0.18001800180018 0 0 0 0 0 0 0 0 0 0 0 0 0.0856164383561644 0 0 0 0 0 0 0 0.116144018583043 0 0 0 0 0 0.262123197903014 0 0 0 0 0 0.144508670520231 0 0.0627746390458255 0 0 0 0 0 0 0.740740740740741
"воли" 0 0 0 0.130718954248366 0 0 0 0 0.0175192711983181 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.104602510460251 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.127458120903132 0 0.0293685756240822 0 0 0 0 0 0
"второй" 0 0 0 0 0 0.0586166471277843 0 0 0 0 0 0 0 0 0 0.775193798449612 0 0 0 0.0290951411114344 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.162866449511401 0 0.116144018583043 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0293685756240822 0 0 0 0.0258933195235629 0 0
"году" 0 0 0 0 0 0 0 0 0 0 0.118976799524093 0 0 0 0 0 0 0 0 0 0 0 0 0 0.227790432801822 0 0 0 0 0 0.0856164383561644 0.209205020920502 0 0 0 0 0.0814332247557003 0 0 0 0 0 0 0 0 0 0 0 0 0 0.144508670520231 0.0182083029861617 0 0.0293685756240822 0.0332446808510638 0 0 0 0 0
"давайте" 0 0 0.16025641025641 0 0 0 0 0 0 0 0.0594883997620464 0 0 0 0.0901713255184851 0 0 0 0 0.0581902822228688 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0592417061611374 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0258933195235629 0 0
"довольно" 0 0 0.16025641025641 0 0 0 0 0 0.0350385423966363 0 0 0 0 0 0 0 0 0 0 0.0193967607409563 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.162866449511401 0 0 0 0 0.239234449760766 0 0 0.131061598951507 0 0 0 0 0 0 0 0.125549278091651 0 0 0 0 0 0 0
"документы" 0 0 0 0 0 0.0586166471277843 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0193967607409563 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.118483412322275 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.155359917141378 0 0
"другое" 0 0 0 0 0 0 0 0 0.0175192711983181 0 0 0 0 0 0 0 0 0 0 0.0290951411114344 0 0 0 0 0 0 0.0967585873246251 0.495049504950495 0 0 0.0856164383561644 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.134952766531714 0 0 0 0 0 0.0332446808510638 0 0 0.0258933195235629 0 0
"заставляет" 0 0 0 0 0 0 0 0.0351493848857645 0.122634898388227 0 0 0 0 0 0 0 0 0 0 0.00969838037047813 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0664893617021277 0 0 0 0 0
"защиту" 0 0 0 0 0 0.0586166471277843 0 0 0.0525578135949544 0 0.0594883997620464 0 0 0 0 0 0 0.09000900090009 0 0.00969838037047813 0 0 0 0 0 0 0.0483792936623125 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.0752688172043 0 0 0 0 0 0 0 0 0.0182083029861617 0 0 0 0 0 0.0258933195235629 0 0
"заявляет" 0 0 0 0 0 0 0 0.0351493848857645 0 0 0 0 0 0 0 0 0 0 0 0.0969838037047813 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"зря" 0.512820512820513 0 0 0 0 0 0 0 0 0.190114068441065 0 0 0 0 0 0 0 0 0 0.00969838037047813 0 0.0974658869395711 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0577700751010976 0 0 0 0 0 0 0 0 0 0 0.0182083029861617 0 0.0293685756240822 0.0664893617021277 0 0 0 0 0
"интернете" 0 0.116414435389988 0 0 0 0 0 0 0 0.190114068441065 0 0 0.124688279301746 0 0 0 0 0 0 0.00969838037047813 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0592417061611374 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.125549278091651 0.0293685756240822 0 0 0 0.0517866390471258 0 0
"которому" 0 0.0582072176949942 0 0 0 0 0 0.0351493848857645 0.0350385423966363 0 0 0 0 0 0 0 0 0 0 0.00969838037047813 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0577700751010976 0 0 0 0.262123197903014 0 0 0 0 0 0 0.0546249089584851 0 0 0 0 0 0 0 0
"массовые" 0 0 0 0 0 0 0 0 0 0 0 0 0.124688279301746 0 0 0 0.246305418719212 0 0 0.0387935214819125 0 0 0 0 0 0 0.0483792936623125 0 0 0 0 0 0 0 0 0 0 0 0.348432055749129 0 0 0 0 0.177304964539007 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"места" 0 0 0 0 0 0 0 0.0351493848857645 0 0 0 0 0 0 0 0 0 0 0 0.0290951411114344 0 0.0974658869395711 0 0 0 0 0.145137880986938 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0182083029861617 0.125549278091651 0 0 0 0 0 0 0
"метро" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0678886625933469 0 0 0 0 0 0 0.19351717464925 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"налогов" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.104602510460251 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0587889476778366 0.233039875712066 0 0
"насилие" 0 0 0 0 0 0 0.265957446808511 0 0.0175192711983181 0 0 0 0 0 0.18034265103697 0 0 0 0 0 0 0 0 0 0 1.01351351351351 0 0 0 0 0 0 0 0 0 0 0 0 0.232288037166086 0 0 0 0 0.177304964539007 0 0 0 0 0 0 0 0 0.0627746390458255 0 0 0 0 0 0 0
"нахожусь" 0 0 0 0.261437908496732 0 0.117233294255569 0 0.0351493848857645 0 0 0 0.19907100199071 0 0 0 0 0 0 0 0 0 0 0 0 0.227790432801822 0 0 0 0 0 0.0856164383561644 0 0 0 0 0 0.0814332247557003 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"нашим" 0 0 0 0 0 0 0 0 0 0 0 0.06635700066357 0 0 0 0 0 0 0 0.00969838037047813 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.272108843537415 0 0.87719298245614 0 0.0546249089584851 0 0 0.0664893617021277 0 0.0587889476778366 0 0 0
"нашли" 0 0.0582072176949942 0.16025641025641 0 0 0 0 0.070298769771529 0 0 0 0.06635700066357 0 0 0 0 0 0 0 0.0193967607409563 0 0 0 0 0 0 0.0483792936623125 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.239234449760766 0 0 0 0 0 0 0 0 0 0.0182083029861617 0 0 0.0332446808510638 0 0 0 0 0
"нож" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.106682184075259 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"обществе" 0 0.174621653084983 0 0.130718954248366 0 0 0 0 0 0 0 0 0.249376558603491 0 0 0 0 0.09000900090009 0 0.00969838037047813 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.87719298245614 0 0.0182083029861617 0 0 0 0 0 0.0258933195235629 0 0
"оппозиции" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.077587042963825 0.334448160535117 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0592417061611374 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"отсутствует" 0 0.232828870779977 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0387935214819125 0 0 0 0 0 0 0 0 2.89855072463768 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0293685756240822 0 0 0 0 0 0
"пакет" 0 0 0 0 0 0 0 0.070298769771529 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.19351717464925 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.117474302496329 0 0 0 0.0258933195235629 0 0
"площади" 0 0 0 0 0 0 0.531914893617021 0 0 0.380228136882129 0 0 0 0 0 0 0.738916256157635 0 0 0 0.501672240802676 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.177304964539007 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"подписи" 0 0.0582072176949942 0 0 0 0 0 0 0 0 0.416418798334325 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0483792936623125 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0587371512481645 0 0 0 0 0 0
"показаниям" 0 0 0 0 0 0 0 0.105448154657293 0.0175192711983181 0 0 0 0 0 0 0 0 0 0 0.0581902822228688 0 0 0 0 0 0 0.0483792936623125 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"политика" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0901713255184851 0 0 0 0 0.0387935214819125 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.177304964539007 0.131061598951507 0 0 0.136054421768707 0 0 0.144508670520231 0 0 0 0.0664893617021277 0 0 0 0 0
"половиной" 0 0 0 0 0 0.117233294255569 0 0.0351493848857645 0 0.190114068441065 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.439422473320778 0 0 0 0 0 0 0
"помните" 0 0 0 0 0 0 0 0.0351493848857645 0.105115627189909 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0856164383561644 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0587371512481645 0.0332446808510638 0 0 0 0 0
"понимать" 0 0 0 0 0 0 0 0.0351493848857645 0.0525578135949544 0 0.0594883997620464 0 0 0 0 0 0 0 0 0.0193967607409563 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0592417061611374 0 0.178890876565295 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0664893617021277 0 0 0 0 0
"потерпевших" 0 0 0 0 0 0 0 0 0.0525578135949544 0 0.0594883997620464 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0592417061611374 0 0 0.116144018583043 0 0 0.239234449760766 1.0752688172043 0 0 0 0 0 0 0 0 0 0.0627746390458255 0 0.0664893617021277 0 0 0 0 0
"предварительного" 0 0 0 0 0 0 0 0.0351493848857645 0 0 0 0 0 0 0 0 0 0 0 0.0678886625933469 0 0 0 0 0 0.337837837837838 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.115540150202195 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"представить" 0 0 0 0 0 0.0586166471277843 0 0.0351493848857645 0.0175192711983181 0.190114068441065 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0577700751010976 0 0 0 0 0 0 0.408163265306122 0 0 0 0 0 0.0587371512481645 0.0332446808510638 0 0 0 0 0
"признать" 0 0 0 0 0 0 0.265957446808511 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.171232876712329 0.104602510460251 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.144508670520231 0.0364166059723234 0 0.0587371512481645 0.0332446808510638 0 0.0587889476778366 0 0 0
"приказ" 0 0 0 0 0 0 0 0 0.122634898388227 0 0 0.13271400132714 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0587371512481645 0 0 0 0 0 0
"причине" 0 0 0 0 0 0 0 0 0.0175192711983181 0 0 0 0 0 0 0 0 0 0 0.0193967607409563 0 0 0 0 0 0 0.0483792936623125 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0577700751010976 0 0 0.177304964539007 0 0 0 0 0 0 0 0.0364166059723234 0.188323917137476 0 0 0 0 0 0 0
"прокуроры" 0.170940170940171 0 0 0 0 0 0 0.0351493848857645 0.0350385423966363 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0592417061611374 0 0.178890876565295 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0182083029861617 0 0.0293685756240822 0 0 0.117577895355673 0.0258933195235629 0 0
"протеста" 0 0 0 0.130718954248366 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0678886625933469 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.131061598951507 0 0 0.136054421768707 0 0 0 0 0 0.0293685756240822 0 0 0 0 0 0
"протокол" 0 0 0 0 0 0 0 0.0351493848857645 0 0 0 0 0 0 0 0 0 0 0 0.0872854233343032 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0182083029861617 0 0 0 0 0 0 0 0
